pass_or_fail,test_plan,cushion,test_plan_id,seat_model,test_date,vert_burn_length_front,vert_burn_length_back,horiz_burn_length_top,horiz_burn_length_bottom,weight_loss_lbs,weight_loss_percent,cover_config,foam_a_percent,foam_a_material,foam_b_percent,foam_b_material,foam_c_percent,foam_c_material,foam_d_percent,foam_d_material,foam_e_percent,foam_e_material,decorative_insulation_part_number,decorative_insulation_mfr,backing,adhesive_one,adhesive_two,fireblock_type,fireblock_part_number,fireblock_color,fireblock_mfr,flame_treatment,fireblock_percent,thermoplastic_part_number,thermoplastic_mfr
Pass,4FR4183-12,Back,4,4183,"July 10, 2015",8,0,8,12.6,0.51,8.08,Fully Encapsulated,36.4,AF45-100,63.6,ETHAFOAM,,,,,,,n/a,n/a,30333,CC-1025/LB,Coral Adhesive,7725r,9BWJ1511,SHADE BL2102,Botany Weaving Mill,n/a,n/a,TMS040,TOPKEY
Pass,4FR4184-12,Bottom,9,4184,"November 22, 2013",13.5,0,6.7,2,0.48,9.59,Picture Frame,68.5,Ethatfoam FR-Lite,31.5,QS41288YL,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7725R,FTW-3415,NAVY 4715,PERRONE AEROSPACE,N/A,N/A,N/A,N/A
Pass,4FR4184-12,BACK,10,4184,"November 22, 2013",16.1,0,8.1,2,0.64,6.62,Picture Frame,100,AF45-100,,,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,30333,FTW-3415,NAVY 4715,PERRONE AEROSPACE,N/A,N/A,9815E-2127,BOLTARON
Pass,4FR4184-12,Bottom,11,4184,"November 22, 2013",12.1,0,6.5,2,0.48,8.95,Picture Frame,50,Ethatfoam FR-Lite,50,QS41288YL,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7725R,FTW-3415,NAVY 4715,PERRONE AEROSPACE,N/A,N/A,N/A,N/A
Pass,4FR4184-12,Bottom,12,4184,"November 14, 2013",8.3,0,6,1.5,0.45,8.2,Picture Frame,68.5,Ethatfoam FR-Lite,31.5,QS41288YL,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7725R,3490LANB00110,THUNDER,YARWOOD LEATHER,N/A,N/A,N/A,N/A
Pass,4FR4184-12,Bottom (Exit),15,4184,"November 14, 2013",8.2,0,5.7,1.5,0.52,9.02,Picture Frame,50,Ethatfoam FR-Lite,50,QS41288YL,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7725R,3490LANB00110,THUNDER,YARWOOD LEATHER,N/A,N/A,N/A,N/A
Pass,4FR4184-12,BOTTOM,6,4184,"July 1, 2013",6.6,0,3.6,2.3,0.42,7.82,Picture Frame,68.5,Ethatfoam FR-Lite,31.5,Q41,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,7725R,ARB-T-1030,AERORUGGED STAMPEDE,AERISTO,N/A,N/A,N/A,N/A
Pass,4FR4184-12,BACK,7,4184,"July 1, 2013",11.8,0,5.6,2,0.77,7.41,Picture Frame,100,AF45-100,,,,,,,,,N/A,N/A,N/A,CC-1025/LB,Coral Adhesive,30333,ARB-T-1030,AERORUGGED STAMPEDE,AERISTO,N/A,N/A,9815E-2127,BOLTARON
Pass,4FR4184-12,BOTTOM,8,4184,"July 1, 2013",4.3,0,3.4,1.5,0.43,7.62,Picture Frame,50,Ethatfoam FR-Lite,50,QS41288YL,,,,,,,N/A,NN,N/A,CC-1025/LB,Coral Adhesive,7725R,ARB-T-1030,AERORUGGED STAMPEDE,AERISTO,N/A,N/A,N/A,N/A
Failed,4FR4186-12,N/A,13A,4186,"March 26, 2014",17.6,0,17.5,10.4,0.79,14.84,Fully Encapsulated,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Failed,4FR4186-12,N/A,14A,4186,"March 26, 2014",15.9,0,16.4,12.6,0.75,16.03,Fully Encapsulated,100,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
PASS,4FR4186-12,BACK,6A-11,4186,"December 17, 2014",4.4,0,3.7,11.3,0.33,5.37,Fully Encapsulated,36.4,LRGR45-100,63.6,Ethatfoam FR-Lite,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7725R,155BWD1B,n/a,n/a,n/a,n/a,n/a,n/a
PASS,4FR4186-12,BACK,6B-11,4186,"December 17, 2014",4.2,0,3.5,9.1,0.2,3.2,Fully Encapsulated,36.4,LRGR45-100,63.6,Ethatfoam FR-Lite,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7725R,13BWJ3023,n/a,BOTANY,n/a,n/a,TMS040,TOP KEY
PASS,4FR4186-12,BACK,6C-11,4186,"December 17, 2014",5.7,0,5.4,13.6,0.29,4.6,Fully Encapsulated,36.4,LRGR45-100,63.6,Ethatfoam FR-Lite,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7725R,293BWJ4034,n/a,BOTANY,n/a,n/a,TMS040,TOP KEY
PASS,4FR4186-12,BOTTOM,25,4186,"June 11, 2015",5.5,0,3.4,2.1,0.19,4.56,Fully Encapsulated,60,Ethafoam FR-Lite,40,QS41288YL,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7725R,293BWJ5164C202,Blue,BOTANY,n/a,n/a,n/a,n/a
PASS,4FR4186-12,BOTTOM,26,4186,"June 11, 2015",5.9,0,3.4,2.2,0.2,4.68,PICTURE FRAME,40,Ethafoam FR-Lite,60,QS41288YL,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7725R,293BWJ5164C202,Blue,BOTANY,n/a,n/a,n/a,n/a
PASS,4FR4186-12,BACK,27,4186,"June 11, 2015",6.2,0,5.8,9.2,0.3,5.1,PICTURE FRAME,36.4,LRGR45-100,63.6,Ethatfoam FR-Lite,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,CC-1025/LB,Coral Adhesive,7725R,293BWJ5164C202,Blue,BOTANY,n/a,n/a,TMS040,TOP KEY
FAIL,4FR4189-12,BACK,1,4189,"January 20, 2016",17.5,0,14.7,9.9,1.08,18.57,Fully Encapsulated,50,AF45-100,50,ETHAFOAM FR-LITE,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,CC-1025/LB,CORAL ADHESIVE,7725R,1593.04,BLACK,ROHI STOFFE GMBH,n/a,n/a,n/a,n/a
PASS,4FR4189-12,BACK,2,4189,"January 20, 2016",14.8,0,11.6,8.9,0.58,9.4,Fully Encapsulated,78,AF45-100,22,ETHAFOAM FR-LITE,n/a,n/a,n/a,n/a,n/a,n/a,N/A,N/A,N/A,CC-1025/LB,CORAL ADHESIVE,7725R,1593.04,BLACK,ROHI STOFFE GMBH,N/A,N/A,TMS040,TOP KEY
PASS,4FR4189-12,BOTTOM,3,4189,"January 20, 2016",4.9,0,2.5,5,0.28,6.12,Fully Encapsulated,61,QS41288YL,39,FR-LITE,n/a,n/a,n/a,n/a,n/a,n/a,N/A,N/A,N/A,CC-1025/LB,CORAL ADHESIVE,7725R,1593.04,BLACK,ROHI STOFFE GMBH,N/A,N/A,N/A,N/A
PASS,4FR4189-12,BOTTOM,11,4189,"July 20, 2016",2.5,0,2.5,4.2,0.27,5.41,Fully Encapsulated,61,QS41288YL,39,FR-LITE,,,,,,,N/A,N/A,N/A,CC-1025/LB,CORAL ADHESIVE,7725R,1593.04,BLACK,ROHI STOFFE GMBH,N/A,N/A,N/A,N/A
PASS,4FR4189-12,BACK,10,4189,"July 20, 2016",11.6,0,11.7,10.8,0.74,9.91,Fully Encapsulated,83,AF45-100,17,ETHAFOAM FR-LITE,,,,,,,n/a,n/a,N/A,CC-1025/LB,CORAL ADHESIVE,7535,1593.04,BLACK,ROHI STOFFE GMBH,N/A,N/A,n/a,n/a
PASS,4FR4189-12,BACK,8,4189,"July 19, 2016",11.1,0,11.2,11.3,0.6,8.86,Fully Encapsulated,48,AF45-100,52,ETHAFOAM FR-LITE,,,,,,,n/a,n/a,N/A,CC-1025/LB,CORAL ADHESIVE,7525R,1593.04,BLACK,ROHI STOFFE GMBH,N/A,N/A,n/a,n/a
PASS,4FR4194-12,BACK,1,4194,"August 23, 2016",4,0,3.3,4.3,0.19,3.28,Fully Encapsulated,74.5,AF45-100,25.5,AF51-290,,,,,,,N/A,N/A,N/A,CC-1025/LB,CORAL ADHESIVE,7525R,SL3UL,PEARL023,E-LEATHER INC.,N/A,N/A,n/a,n/a
PASS,4FR4194-12,BACK,2,4194,"August 23, 2016",3,0,2.3,6,0.19,4.47,Fully Encapsulated,19,QS41288YL,81,ETHAFOAM FR-LITE,,,,,,,N/A,N/A,N/A,CC-1025/LB,CORAL ADHESIVE,7525R,SL3UL,PEARL023,E-LEATHER INC.,N/A,N/A,n/a,n/a
Pass,FPTPR1254-Part 1,Back,1,,"December 17, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pass,FPTPR1254-Part 1,,,,"December 17, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pass,FPTPR1254-Part 1,Back,1,,"December 17, 2014",7.4,0,5,5,0.27,4.34,Fully Encapsulated,93,FA33180-304,7,6232,,,,,,,,,,,,,,,,,,,
Pass,FPTPR2192AC,BACK/HEADREST,1,,"June 11, 2015",5.4,0,5.1,12.7,0.35,5.7,Fully Encapsulated,100,,,,,,,,,,,,,CC-1025/LB,CORAL ADHESIVE,S/757 NW,2041P/74S2,GRAY,LANTHAL,N/A,N/A,N/A,N/A
Pass,FPTPR2192AC,BOTTOM,2,,"June 11, 2015",4.8,0,3.7,9.3,0.3,5.14,Fully Encapsulated,36,4101FR,64,45250145,,,,,,,,,,CC-1025/LB,CORAL ADHESIVE,S/757 NW,2041P/74S2,GRAY,LANTHAL,N/A,N/A,N/A,N/A
Pass,FBTPR2192AD,Back,1,,"June 11, 2015",5.2,0,3.3,9.8,0.31,5.54,Fully Encapsulated,100,H250045Y,,,,,,,,,N/A,N/A,N/A,CC-1025/LB,CORAL ADHESIVE,S/757 NW,SL3UL 09-1260,BLUE 023,E-LEATHER,N/A,N/A,N/A,N/A
Pass,FBTPR2192AD,Bottom,2,,,5,0,5.6,5.4,0.24,4.38,Fully Encapsulated,36,4101 FR,64,45250-145,,,,,,,n/a,n/a,N/A,CC-1025/LB,CORAL ADHESIVES,S/757 NW,SL3UL 09-1260,BLUE 023,E-LEATHER,N/A,N/A,N/A,N/A
Pass,FBTPR2192AD,Headrest,3,,,4.4,0,2.9,9.8,0.31,5.5,Fully Encapsulated,100,45250-145,,,,,,,,,n/a,n/a,N/A,CC-1025/LB,CORAL ADHESIVES,S/757 NW,SL3UL ,Delta-Red 023,E-LEATHER,N/A,N/A,N/A,N/A
Pass,N/A,R & D SET 5,5,N/A,"April 15, 2014",8.6,0,9.4,8.2,0.39,6.87,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Pass,N/A,R & D SET 6,6,N/A,"April 15, 2014",10.6,0,11.4,9.8,0.56,9.44,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FAILED ,N/A,R & D SET 5,5,N/A,"April 11, 2014",14.6,0,14.4,8.3,0.58,10.68,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FAILED ,N/A,R & D SET 6,6,N/A,"April 11, 2014",15.3,0,14.8,8.1,0.62,11.25,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FAILED ,N/A,R & D SET 7,7,N/A,"April 11, 2014",12.4,0,10.7,5,0.69,12.03,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
FAILED ,N/A,R & D SET 8,8,N/A,"April 11, 2014",15.2,0,13.7,8.4,0.69,11.65,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
